Name,ontologyTermName,ontologyTermIRI,score,validated,review,
neuropathy hereditary sensory and autonomic type v,Sensory neuropathy,http://purl.obolibrary.org/obo/HP_0000763,63.01,FALSE,FALSE,
arrhythmogenic right ventricular dysplasia familial 1,Ventricular arrhythmia,http://purl.obolibrary.org/obo/HP_0004308,63.01,FALSE,FALSE,
spinocerebellar disease unspecified,Spinocerebellar tract disease in lower limbs,http://purl.obolibrary.org/obo/HP_0007232,63.01,FALSE,FALSE,
myoclonus non-epileptic unspecified,Generalized myoclonic seizure,http://purl.obolibrary.org/obo/HP_0002123,62.96,FALSE,FALSE,
noonan like syndrome with loose anagen hair,Loose anagen hair,http://purl.obolibrary.org/obo/HP_0040169,62.96,FALSE,FALSE,
tuberous sclerosis-1 ad,Humeral sclerosis,http://purl.obolibrary.org/obo/HP_0003881,62.86,FALSE,FALSE,
pyruvate dehydrogenase complex e1-alpha polypeptide-1 xl,Decreased activity of the pyruvate dehydrogenase complex,http://purl.obolibrary.org/obo/HP_0002928,62.79,FALSE,FALSE,
malignant neoplasm prostate hereditary,"neoplastic, malignant",http://purl.obolibrary.org/obo/PATO_0002097,62.75,FALSE,FALSE,
vitamin d dependent rickets unspecified,Low levels of vitamin D,http://purl.obolibrary.org/obo/HP_0100512,62.75,FALSE,FALSE,
acrofacial dysostosis type nager,Craniofacial dysostosis,http://purl.obolibrary.org/obo/HP_0004439,62.75,FALSE,FALSE,
foramina parietalia permagna ad,Parietal foramina,http://purl.obolibrary.org/obo/HP_0002697,62.5,FALSE,FALSE,
amnion band syndrome,Amniotic constriction ring,http://purl.obolibrary.org/obo/HP_0009775,62.5,FALSE,FALSE,
ischiopatellar dysplasia ad,Patellar hypoplasia,http://purl.obolibrary.org/obo/HP_0003065,62.5,FALSE,FALSE,
osteogenesis imperfecta type 2 unspecified,Odontodysplasia,http://purl.obolibrary.org/obo/HP_0000694,62.5,FALSE,FALSE,
frontometaphyseal dysplasia unspecified,Metaphyseal chondrodysplasia,http://purl.obolibrary.org/obo/HP_0005871,62.3,FALSE,FALSE,
ehlers-danlos kyphoscoliosis type,Kyphoscoliosis,http://purl.obolibrary.org/obo/HP_0002751,62.22,FALSE,FALSE,
cantrell syndrome,Increased circulating cortisol level,http://purl.obolibrary.org/obo/HP_0003118,62.07,FALSE,FALSE,
epilepsy unclassifiable,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,62.07,FALSE,FALSE,
malignant neoplasm colon familial unspecified,Malignant neoplasm of the central nervous system,http://purl.obolibrary.org/obo/HP_0100836,62.07,FALSE,FALSE,
krabbe disease,Morbus Kienboeck,http://purl.obolibrary.org/obo/HP_0010889,62.07,FALSE,FALSE,
sotos syndrome,Nephrotic syndrome,http://purl.obolibrary.org/obo/HP_0000100,62.07,FALSE,FALSE,
vascular disease peripheral unspecified,Peripheral arterial stenosis,http://purl.obolibrary.org/obo/HP_0004950,62.07,FALSE,FALSE,
caudal dysplasia syndrome,Spinal dysplasia,http://purl.obolibrary.org/obo/HP_0008423,61.9,FALSE,FALSE,
prader-willi syndrome uniparental disomy,Uniparental disomy,http://purl.obolibrary.org/obo/HP_0032382,61.82,FALSE,FALSE,
postnatal growth retardation short stature inheritance unspecified,Severe postnatal growth retardation,http://purl.obolibrary.org/obo/HP_0008850,61.73,FALSE,FALSE,
holt oram syndrome ad,Plagiocephaly,http://purl.obolibrary.org/obo/HP_0001357,61.54,FALSE,FALSE,
oeis complex,complex tumor,http://purl.obolibrary.org/obo/MPATH_254,61.54,FALSE,FALSE,
poikiloderma hereditary acrokeratotic,Pyropoikilocytosis,http://purl.obolibrary.org/obo/HP_0004839,61.54,FALSE,FALSE,
roberts syndrome ar,Takotsubo cardiomyopathy,http://purl.obolibrary.org/obo/HP_0011665,61.54,FALSE,FALSE,
sarcoma unspecified,Sarcoma,http://purl.obolibrary.org/obo/HP_0100242,61.54,FALSE,FALSE,
autonomic control congenital failure of,Congenital contracture,http://purl.obolibrary.org/obo/HP_0002803,61.54,FALSE,FALSE,
renal hepatic pancreatic disease,Pancreatic steatosis,http://purl.obolibrary.org/obo/HP_0033757,61.29,FALSE,FALSE,
congenital malformation of kidney unspecified,Abnormal renal morphology,http://purl.obolibrary.org/obo/HP_0012210,61.22,FALSE,FALSE,
alagille syndrome ad,Plagiocephaly,http://purl.obolibrary.org/obo/HP_0001357,61.11,FALSE,FALSE,
cleft lip palate with mucous cysts of lower lip ad,Cleft lower lip,http://purl.obolibrary.org/obo/HP_0010281,61.11,FALSE,FALSE,
lennox gastaut syndrome,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,61.11,FALSE,FALSE,
mutyh associated polyposis,Nasal polyposis,http://purl.obolibrary.org/obo/HP_0100582,61.11,FALSE,FALSE,
nonne milroy syndrome,Craniofacial dysostosis,http://purl.obolibrary.org/obo/HP_0004439,61.11,FALSE,FALSE,
dermal hypoplasia unspecified,Small face,http://purl.obolibrary.org/obo/HP_0000274,60.87,FALSE,FALSE,
generalized epilepsy febrile seizures plus associated with scn1a mutation,Febrile seizure (within the age range of 3 months to 6 years),http://purl.obolibrary.org/obo/HP_0002373,60.87,FALSE,FALSE,
hernia inguinal inheritance unspecified,Inguinal hernia,http://purl.obolibrary.org/obo/HP_0000023,60.87,FALSE,FALSE,
kidney disease unspecified,Chronic kidney disease,http://purl.obolibrary.org/obo/HP_0012622,60.87,FALSE,FALSE,
transverse reduction defect lower arm,Forearm reduction defects,http://purl.obolibrary.org/obo/HP_0006368,60.71,FALSE,FALSE,
aneurysm arteriovenous intracranial unspecified,Intracranial arterial calcification,http://purl.obolibrary.org/obo/HP_0031306,60.61,FALSE,FALSE,
granulomatous disease chronic xl,Crohn's disease,http://purl.obolibrary.org/obo/HP_0100280,60.61,FALSE,FALSE,
kbg syndrome ad,Rounded atelectasis,http://purl.obolibrary.org/obo/HP_0033658,60.61,FALSE,FALSE,
limb body wall complex,body wall,http://purl.obolibrary.org/obo/UBERON_0000309,60.61,FALSE,FALSE,
turcot syndrome ar,Barrett esophagus,http://purl.obolibrary.org/obo/HP_0100580,60.61,FALSE,FALSE,
macrocephaly benign familial ad,Macrocephaly,http://purl.obolibrary.org/obo/HP_0000256,60.47,FALSE,FALSE,
liver insufficiency unspecified,Distance esotropia,http://purl.obolibrary.org/obo/HP_0031762,60.47,FALSE,FALSE,
congenital eye malformation unspecified,Congenital malformation of the great arteries,http://purl.obolibrary.org/obo/HP_0011603,60,FALSE,FALSE,
congenital lung malformation unspecified,Congenital malformation of the left heart,http://purl.obolibrary.org/obo/HP_0045017,60,FALSE,FALSE,
epicanthus inversus ptosis syndrome unspecified,Epicanthus inversus,http://purl.obolibrary.org/obo/HP_0000537,60,FALSE,FALSE,
malignant neoplasm ovary or adnexa unspecified,Ovarian mucinous tumor,http://purl.obolibrary.org/obo/HP_0031494,60,FALSE,FALSE,
anomaly of circulatory system congenital unspecified,vasculature of integument,http://purl.obolibrary.org/obo/UBERON_0035549,60,FALSE,FALSE,
trisomy 2 mosaicism,Somatic mosaicism,http://purl.obolibrary.org/obo/HP_0001442,60,FALSE,FALSE,
continuous spike and wave syndrome unspecified,Continuous spike and waves during slow sleep,http://purl.obolibrary.org/obo/HP_0031491,59.7,FALSE,FALSE,
aortic valve stenosis congenital inheritance unspecified,Aortic valve stenosis,http://purl.obolibrary.org/obo/HP_0001650,59.7,FALSE,FALSE,
thrombocytopenia radial aplasia syndrome,Thrombocytopenia,http://purl.obolibrary.org/obo/HP_0001873,59.65,FALSE,FALSE,
growth accelaration unspecified,Tall stature,http://purl.obolibrary.org/obo/HP_0000098,59.57,FALSE,FALSE,
depigmentation unspecified,Spotty hypopigmentation,http://purl.obolibrary.org/obo/HP_0005590,59.46,FALSE,FALSE,
greig syndrome ad,Adrenogenital syndrome,http://purl.obolibrary.org/obo/HP_0000840,59.46,FALSE,FALSE,
kartagener syndrome ar,Scimitar anomaly,http://purl.obolibrary.org/obo/HP_0011626,59.46,FALSE,FALSE,
krabbe disease infantile,Death in infancy,http://purl.obolibrary.org/obo/HP_0001522,59.46,FALSE,FALSE,
partial monosomy (7)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (8)(p),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (2)(p),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (2)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (3)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (8)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (9)(p),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (9)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
partial monosomy (1)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,59.46,FALSE,FALSE,
ventricular fibrillation paroxysmal familial unspecified,Ventricular fibrillation,http://purl.obolibrary.org/obo/HP_0001663,59.38,FALSE,FALSE,
epilepsy limited to females with mental retardation,"Intellectual disability, mild",http://purl.obolibrary.org/obo/HP_0001256,59.26,FALSE,FALSE,
lynch syndrome,synchondrosis,http://purl.obolibrary.org/obo/UBERON_0002215,59.26,FALSE,FALSE,
hypochondroplasia unspecified ad,Adrenal hypoplasia,http://purl.obolibrary.org/obo/HP_0000835,59.26,FALSE,FALSE,
perinatal pathology,pathological,http://purl.obolibrary.org/obo/PATO_0001869,59.26,FALSE,FALSE,
wilson disease,Crohn's disease,http://purl.obolibrary.org/obo/HP_0100280,59.26,FALSE,FALSE,
crohn disease inheritance unspecified,Crohn's disease,http://purl.obolibrary.org/obo/HP_0100280,59.09,FALSE,FALSE,
dermoid cyst localisation unspecified,Dermoid cyst,http://purl.obolibrary.org/obo/HP_0025247,59.09,FALSE,FALSE,
spherocytosis inheritance unspecified,Spherocytosis,http://purl.obolibrary.org/obo/HP_0004444,59.09,FALSE,FALSE,
asplenia polysplenia syndrome ar,Polysplenia,http://purl.obolibrary.org/obo/HP_0001748,59.02,FALSE,FALSE,
esophagus atresia inheritance unspecified,Esophageal atresia,http://purl.obolibrary.org/obo/HP_0002032,58.82,FALSE,FALSE,
hearing loss unspecified,Mixed hearing impairment,http://purl.obolibrary.org/obo/HP_0000410,58.82,FALSE,FALSE,
hypermobility syndrome,Joint hypermobility,http://purl.obolibrary.org/obo/HP_0001382,58.82,FALSE,FALSE,
kabuki make-up syndrome,Angiokeratoma corporis diffusum,http://purl.obolibrary.org/obo/HP_0001071,58.82,FALSE,FALSE,
li-fraumeni syndrome,Angiokeratoma corporis diffusum,http://purl.obolibrary.org/obo/HP_0001071,58.82,FALSE,FALSE,
limb reduction deformities unspecified,Forearm reduction defects,http://purl.obolibrary.org/obo/HP_0006368,58.82,FALSE,FALSE,
noonan syndrome ad,Craniofacial dysostosis,http://purl.obolibrary.org/obo/HP_0004439,58.82,FALSE,FALSE,
sex chromosome mosaicism,Somatic mosaicism,http://purl.obolibrary.org/obo/HP_0001442,58.82,FALSE,FALSE,
myoclonic astatic epilepsy of childhood,Myoclonic status epilepticus,http://purl.obolibrary.org/obo/HP_0032667,58.62,FALSE,FALSE,
short rib-polydactyly syndrome unspecified ar,Brachydactyly,http://purl.obolibrary.org/obo/HP_0001156,58.54,FALSE,FALSE,
cancer of the breast familial unspecified ad,Breast carcinoma,http://purl.obolibrary.org/obo/HP_0003002,58.33,FALSE,FALSE,
consanguinity,inguinal canal,http://purl.obolibrary.org/obo/UBERON_0003702,58.33,FALSE,FALSE,
gm1 gangliosidosis type 1,GM1-ganglioside accumulation,http://purl.obolibrary.org/obo/HP_0020160,58.33,FALSE,FALSE,
hemorrhage perinatal unspecified,Pulmonary hemorrhage,http://purl.obolibrary.org/obo/HP_0040223,58.33,FALSE,FALSE,
juvenile myoclonic epilepsy,Generalized myoclonic seizure,http://purl.obolibrary.org/obo/HP_0002123,58.33,FALSE,FALSE,
normal fetus male,normal,http://purl.obolibrary.org/obo/PATO_0000461,58.33,FALSE,FALSE,
ataxia unspecified,Ataxia,http://purl.obolibrary.org/obo/HP_0001251,58.33,FALSE,FALSE,
neuromuscular disease unspecified,Neuromuscular dysphagia,http://purl.obolibrary.org/obo/HP_0002068,58.18,FALSE,FALSE,
ornithine transcarbamoylase deficiency,citrulline,http://purl.obolibrary.org/obo/CHEBI_18211,58.18,FALSE,FALSE,
macrosomy unspecified,Large for gestational age,http://purl.obolibrary.org/obo/HP_0001520,58.06,FALSE,FALSE,
kleefstra syndrome,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,58.06,FALSE,FALSE,
trisomy 16 mosaicism,Somatic mosaicism,http://purl.obolibrary.org/obo/HP_0001442,58.06,FALSE,FALSE,
trisomy 20 mosaicism,Somatic mosaicism,http://purl.obolibrary.org/obo/HP_0001442,58.06,FALSE,FALSE,
fetal alcohol syndrome,alcohol metabolic process,http://purl.obolibrary.org/obo/GO_0006066,57.89,FALSE,FALSE,
growth disorder unspecified,Neurological speech impairment,http://purl.obolibrary.org/obo/HP_0002167,57.89,FALSE,FALSE,
growth disorder unspecified,Neurological speech impairment,http://purl.obolibrary.org/obo/HP_0002167,57.89,FALSE,FALSE,
partial monosomy (15)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
partial monosomy (10)(p),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
partial monosomy (11)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
partial monosomy (22)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
partial monosomy (16)(p),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
partial monosomy (1)(q2),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
partial monosomy (21)(q),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,57.89,FALSE,FALSE,
skeletal disorder unspecified,Neurological speech impairment,http://purl.obolibrary.org/obo/HP_0002167,57.89,FALSE,FALSE,
pitt hopkins syndrome,Ventricular preexcitation,http://purl.obolibrary.org/obo/HP_0004309,57.89,FALSE,FALSE,
teeth anomaly unspecified,Peters anomaly,http://purl.obolibrary.org/obo/HP_0000659,57.89,FALSE,FALSE,
baraitser winter syndrome,Barrett esophagus,http://purl.obolibrary.org/obo/HP_0100580,57.89,FALSE,FALSE,
hydrocephalus obstructive unspecified,Hydrocephalus,http://purl.obolibrary.org/obo/HP_0000238,57.78,FALSE,FALSE,
hydrocephaly congenital unspecified,Hydrocephalus,http://purl.obolibrary.org/obo/HP_0000238,57.78,FALSE,FALSE,
short stature idiopathic unspecified,Short stature,http://purl.obolibrary.org/obo/HP_0004322,57.78,FALSE,FALSE,
postnatal growth retardation familial short stature inheritance unspecified,Postnatal growth retardation,http://purl.obolibrary.org/obo/HP_0008897,57.69,FALSE,FALSE,
osteogenesis imperfecta type 4 unspecified ad,Amelogenesis imperfecta,http://purl.obolibrary.org/obo/HP_0000705,57.58,FALSE,FALSE,
chondroma unspecified,Chondrosarcoma,http://purl.obolibrary.org/obo/HP_0006765,57.14,FALSE,FALSE,
clubbed fingers inheritance unspecified,Clubbing of fingers,http://purl.obolibrary.org/obo/HP_0100759,57.14,FALSE,FALSE,
anencephaly inheritance unspecified,Anencephaly,http://purl.obolibrary.org/obo/HP_0002323,57.14,FALSE,FALSE,
diabetus insipidus cause and inheritance unspecified,Diabetes insipidus,http://purl.obolibrary.org/obo/HP_0000873,57.14,FALSE,FALSE,
early urethral obstruction sequence unspecified,Urethral obstruction,http://purl.obolibrary.org/obo/HP_0000796,57.14,FALSE,FALSE,
marcus gunn phenomenon ad,Marcus Gunn pupil,http://purl.obolibrary.org/obo/HP_0200057,57.14,FALSE,FALSE,
glut1 deficiency syndrome,Reduced glutathione synthetase level,http://purl.obolibrary.org/obo/HP_0003343,57.14,FALSE,FALSE,
polycystic kidneys potter type 3 apkd 1 ad,Polycystic kidney dysplasia,http://purl.obolibrary.org/obo/HP_0000113,57.14,FALSE,FALSE,
takayasu arteritis,Arteritis,http://purl.obolibrary.org/obo/HP_0012089,57.14,FALSE,FALSE,
warburg micro syndrome,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,57.14,FALSE,FALSE,
placenta insufficiency unspecified,Calcified placenta,http://purl.obolibrary.org/obo/HP_0011415,56.52,FALSE,FALSE,
colorectal cancer unspecified,Colon cancer,http://purl.obolibrary.org/obo/HP_0003003,56.41,FALSE,FALSE,
epilepsy primary generalized,gelastic epilepsy,http://purl.obolibrary.org/obo/NBO_0000738,56.41,FALSE,FALSE,
hemiplegia familial unspecified,Hemiplegia,http://purl.obolibrary.org/obo/HP_0002301,56.41,FALSE,FALSE,
hyperexplexia hereditary,Hyperreflexia,http://purl.obolibrary.org/obo/HP_0001347,56.41,FALSE,FALSE,
landau-kleffner syndrome,Horner syndrome,http://purl.obolibrary.org/obo/HP_0002277,56.41,FALSE,FALSE,
carbamoyl phosphate synthetase deficiency,Reduced glutathione synthetase level,http://purl.obolibrary.org/obo/HP_0003343,56.25,FALSE,FALSE,
polydactyly upper limbs unilateral unspecified,Unilateral oligodactyly,http://purl.obolibrary.org/obo/HP_0006230,56.25,FALSE,FALSE,
malignant neoplasm breast inheritance unspecified,"neoplastic, malignant",http://purl.obolibrary.org/obo/PATO_0002097,56.14,FALSE,FALSE,
learning disorder familial unspecified,Specific learning disability,http://purl.obolibrary.org/obo/HP_0001328,56,FALSE,FALSE,
normal fetus female,normal,http://purl.obolibrary.org/obo/PATO_0000461,56,FALSE,FALSE,
multiple hamartoma syndrome pten mutation ad,Multiple biliary hamartomas,http://purl.obolibrary.org/obo/HP_0025519,55.88,FALSE,FALSE,
epilepsy partial with variable foci ad,Epilepsia partialis continua,http://purl.obolibrary.org/obo/HP_0012847,55.74,FALSE,FALSE,
myopathy centronuclear xl,Concentric hypertrophic cardiomyopathy,http://purl.obolibrary.org/obo/HP_0005157,55.74,FALSE,FALSE,
chromosome deletion unspecified,chromosome,http://purl.obolibrary.org/obo/GO_0005694,55.56,FALSE,FALSE,
chromosome aberration unspecified,chromosome,http://purl.obolibrary.org/obo/GO_0005694,55.56,FALSE,FALSE,
chromosome translocation balanced,chromosome,http://purl.obolibrary.org/obo/GO_0005694,55.56,FALSE,FALSE,
herpes virus sensitivity,Recurrent herpes,http://purl.obolibrary.org/obo/HP_0005353,55.56,FALSE,FALSE,
hepatitis unspecified,Hepatic calcification,http://purl.obolibrary.org/obo/HP_0006559,55.17,FALSE,FALSE,
hereditary breast ovary cancer syndrome ad,Anterior plagiocephaly,http://purl.obolibrary.org/obo/HP_0011326,55.07,FALSE,FALSE,
nicolaides baraitser syndrome,Barrett esophagus,http://purl.obolibrary.org/obo/HP_0100580,55,FALSE,FALSE,
partial monosomy (1)(pter),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,55,FALSE,FALSE,
partial monosomy (1)(qter),Partial anosmia,http://purl.obolibrary.org/obo/HP_0010633,55,FALSE,FALSE,
corpus callosum agenesis macrocephaly familial inheritance unspecified,Agenesis of corpus callosum,http://purl.obolibrary.org/obo/HP_0001274,54.76,FALSE,FALSE,
albinism unspecified,Albinism,http://purl.obolibrary.org/obo/HP_0001022,54.55,FALSE,FALSE,
abnormal first trimester screening,Maternal first trimester fever,http://purl.obolibrary.org/obo/HP_0030246,54.55,FALSE,FALSE,
alexander disease ad,Amyloidosis,http://purl.obolibrary.org/obo/HP_0011034,54.55,FALSE,FALSE,
disorder in first degree relative,"Microtia, first degree",http://purl.obolibrary.org/obo/HP_0011266,54.55,FALSE,FALSE,
goitre unspecified,Goiter,http://purl.obolibrary.org/obo/HP_0000853,54.55,FALSE,FALSE,
heart valve dysplasia unspecified,Dysplastic pulmonary valve,http://purl.obolibrary.org/obo/HP_0005164,54.55,FALSE,FALSE,
antitrypsin,Reduced serum alpha-1-antitrypsin,http://purl.obolibrary.org/obo/HP_0032025,54.55,FALSE,FALSE,
wildervanck syndrome,Cachexia,http://purl.obolibrary.org/obo/HP_0004326,54.55,FALSE,FALSE,
generalized epilepsy febrile seizures plus unspecified,seizures/epilepsy,http://purl.obolibrary.org/obo/NBO_0000012,54.24,FALSE,FALSE,
glycogen storage disease type 5,Abnormal hepatic glycogen storage,http://purl.obolibrary.org/obo/HP_0500030,54.24,FALSE,FALSE,
peroxisomal disorder unspecified,depressive disorder,http://purl.obolibrary.org/obo/NBO_0000515,54.24,FALSE,FALSE,
usher syndrome type 2 ar,Increased circulating cortisol level,http://purl.obolibrary.org/obo/HP_0003118,54.05,FALSE,FALSE,
attenuated polyposis adenomatous intestinal apc mutation ad,Adenomatous colonic polyposis,http://purl.obolibrary.org/obo/HP_0005227,54,FALSE,FALSE,
cornelia de lange syndrome ad,Congenital Horner syndrome,http://purl.obolibrary.org/obo/HP_0006837,53.85,FALSE,FALSE,
preauricular appendices unspecified,appendicular ossicle,http://purl.obolibrary.org/obo/UBERON_0011141,53.85,FALSE,FALSE,
varicosis legs,Varicose veins,http://purl.obolibrary.org/obo/HP_0002619,53.85,FALSE,FALSE,
fetal valproate syndrome,Plagiocephaly,http://purl.obolibrary.org/obo/HP_0001357,53.66,FALSE,FALSE,
infantile hemiplegia unspecified,Hemiplegia,http://purl.obolibrary.org/obo/HP_0002301,53.66,FALSE,FALSE,
renal-coloboma syndrome ad,Retinal coloboma,http://purl.obolibrary.org/obo/HP_0000480,53.66,FALSE,FALSE,
fanconi bickel disease,Pancreatic steatosis,http://purl.obolibrary.org/obo/HP_0033757,53.57,FALSE,FALSE,
polyposis adenomatous intestinal familial unspecified ad,Adenomatous colonic polyposis,http://purl.obolibrary.org/obo/HP_0005227,53.52,FALSE,FALSE,
attenuated polyposis adenomatous intestinal unspecified ad,Adenomatous colonic polyposis,http://purl.obolibrary.org/obo/HP_0005227,53.52,FALSE,FALSE,
fanconi anemia complementation group l,copper group element atom,http://purl.obolibrary.org/obo/CHEBI_33366,53.33,FALSE,FALSE,
freeman sheldon syndrome ad,Plagiocephaly,http://purl.obolibrary.org/obo/HP_0001357,53.33,FALSE,FALSE,
albinism with immune and hematologic defects,hematologic agent,http://purl.obolibrary.org/obo/CHEBI_50248,53.33,FALSE,FALSE,
craniofrontonasal dysplasia xl,Odontodysplasia,http://purl.obolibrary.org/obo/HP_0000694,53.33,FALSE,FALSE,
epilepsy partial type unspecified,Epilepsia partialis continua,http://purl.obolibrary.org/obo/HP_0012847,53.33,FALSE,FALSE,
fibromatosis juvenile hyaline ar,Gingival fibromatosis,http://purl.obolibrary.org/obo/HP_0000169,53.06,FALSE,FALSE,
metabolic disorder unspecified,Intellectual disability,http://purl.obolibrary.org/obo/HP_0001249,53.06,FALSE,FALSE,
spina bifida with hydrocephalus unspecified,Hydrocephalus,http://purl.obolibrary.org/obo/HP_0000238,53.06,FALSE,FALSE,
chromosome duplication unspecified,Chronic villitis,http://purl.obolibrary.org/obo/HP_0033552,52.83,FALSE,FALSE,
fetal toxoplasmosis infection syndrome,Severe toxoplasmosis,http://purl.obolibrary.org/obo/HP_0020105,52.83,FALSE,FALSE,
chondrodysplasia punctata unspecified xlr,Bronchodysplasia,http://purl.obolibrary.org/obo/HP_0006533,52.63,FALSE,FALSE,
chromosome translocation unbalanced,chromosome,http://purl.obolibrary.org/obo/GO_0005694,52.63,FALSE,FALSE,
chromosome variant unspecified,chromosome,http://purl.obolibrary.org/obo/GO_0005694,52.63,FALSE,FALSE,
coffin lowry syndrome xl,Angiokeratoma corporis diffusum,http://purl.obolibrary.org/obo/HP_0001071,52.63,FALSE,FALSE,
fibrosis lung unspecified,Ossifying fibroma,http://purl.obolibrary.org/obo/HP_0030426,52.63,FALSE,FALSE,
partial monosomy xp syndrome,Xerostomia,http://purl.obolibrary.org/obo/HP_0000217,52.63,FALSE,FALSE,
cri-du-chat syndrome monosomy chromosome (5)(p15.2),chromosome segregation,http://purl.obolibrary.org/obo/GO_0007059,52.5,FALSE,FALSE,
crouzon syndrome fgfr2 mutation chromosome (10)(q26),Craniofacial dysostosis,http://purl.obolibrary.org/obo/HP_0004439,52.46,FALSE,FALSE,
creatine deficiency syndrome xl,Craniofacial dysostosis,http://purl.obolibrary.org/obo/HP_0004439,52.38,FALSE,FALSE,
mitochondrial disorder unspecified,mitochondrion,http://purl.obolibrary.org/obo/GO_0005739,52.38,FALSE,FALSE,
ehlers-danlos syndrome type 4,Septo-optic dysplasia,http://purl.obolibrary.org/obo/HP_0100842,52.17,FALSE,FALSE,
cockayne syndrome type 1 ar,Mandibulofacial dysostosis,http://purl.obolibrary.org/obo/HP_0005321,52,FALSE,FALSE,
oculodentoosseous dysplasia unspecified,Odontodysplasia,http://purl.obolibrary.org/obo/HP_0000694,52,FALSE,FALSE,
exostosis unspecified,Exostoses,http://purl.obolibrary.org/obo/HP_0100777,51.85,FALSE,FALSE,
proven mosaicism,Somatic mosaicism,http://purl.obolibrary.org/obo/HP_0001442,51.85,FALSE,FALSE,
von hippel lindau disease ad,Decreased adiponectin level,http://purl.obolibrary.org/obo/HP_0030685,51.85,FALSE,FALSE,
nose malformation unspecified,malformed,http://purl.obolibrary.org/obo/PATO_0000646,51.61,FALSE,FALSE,
thalassemia alpha,Anophthalmia,http://purl.obolibrary.org/obo/HP_0000528,51.61,FALSE,FALSE,
glycogen storage disease 4 infantile ar,Abnormal hepatic glycogen storage,http://purl.obolibrary.org/obo/HP_0500030,51.52,FALSE,FALSE,
childhood absence epilepsy,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,51.43,FALSE,FALSE,
progressive myoclonic epilepsy,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,51.43,FALSE,FALSE,
benign epilepsy of childhood,epilepsy,http://purl.obolibrary.org/obo/NBO_0000642,51.43,FALSE,FALSE,
adams-oliver syndrome ad,Rounded atelectasis,http://purl.obolibrary.org/obo/HP_0033658,51.28,FALSE,FALSE,
fragile x chromosome unspecified,chromosome,http://purl.obolibrary.org/obo/GO_0005694,51.28,FALSE,FALSE,
pulmonary surfactant protein b deficiency,Absent bronchoalveolar dimeric surfactant-protein B,http://purl.obolibrary.org/obo/HP_0032981,51.22,FALSE,FALSE,
niemann pick disease type c,Morbus Kienboeck,http://purl.obolibrary.org/obo/HP_0010889,51.16,FALSE,FALSE,
smith-lemli-opitz syndrome,Scimitar anomaly,http://purl.obolibrary.org/obo/HP_0011626,51.16,FALSE,FALSE,
immune deficiency disease unspecified,Autoimmunity,http://purl.obolibrary.org/obo/HP_0002960,51.06,FALSE,FALSE,
periodic fever familial ad gene unspecified,Periodic fever,http://purl.obolibrary.org/obo/HP_0032323,50.98,FALSE,FALSE,
hallervorden spatz disease ar,Short hard palate,http://purl.obolibrary.org/obo/HP_0010290,50.91,FALSE,FALSE,
syndrome vater inheritance unspecified,Anterior plagiocephaly,http://purl.obolibrary.org/obo/HP_0011326,50.85,FALSE,FALSE,
epilepsy centralopathic inheritance unspecified,Epileptic encephalopathy,http://purl.obolibrary.org/obo/HP_0200134,50.79,FALSE,FALSE,
growth disorder height unspecified,depressive disorder,http://purl.obolibrary.org/obo/NBO_0000515,50.79,FALSE,FALSE,
cornelia de lange syndrome inheritance unspecified,Congenital Horner syndrome,http://purl.obolibrary.org/obo/HP_0006837,50.75,FALSE,FALSE,
xeroderma pigmentosum inheritance unspecified,iris epithelium,http://purl.obolibrary.org/obo/UBERON_0002506,50.75,FALSE,FALSE,
